code,manufacturer,description,type,locale,is_generic,source_file
P2198,GENERIC,O2 Sensor Signal Biased/Stuck Rich Bank 2 Sensor 1,P,en,1,p_codes
P2199,GENERIC,Intake Air Temperature Sensor 1/2 Correlation,P,en,1,p_codes
P219A,GENERIC,Bank 1 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P219B,GENERIC,Bank 2 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P219C,GENERIC,Cylinder 1 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P219D,GENERIC,Cylinder 2 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P219E,GENERIC,Cylinder 3 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P219F,GENERIC,Cylinder 4 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A0,GENERIC,Cylinder 5 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A1,GENERIC,Cylinder 6 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A2,GENERIC,Cylinder 7 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A3,GENERIC,Cylinder 8 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A4,GENERIC,Cylinder 9 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A5,GENERIC,Cylinder 10 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A6,GENERIC,Cylinder 11 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A7,GENERIC,Cylinder 12 Air-Fuel Ratio Imbalance,P,en,1,p_codes
P21A8,GENERIC,Reductant Level Sensor B Circuit,P,en,1,p_codes
P21A9,GENERIC,Reductant Level Sensor B Circuit Range/Performance,P,en,1,p_codes
P21AA,GENERIC,Reductant Level Sensor B Circuit Low,P,en,1,p_codes
P21AB,GENERIC,Reductant Level Sensor B Circuit High,P,en,1,p_codes
P21AC,GENERIC,Reductant Level Sensor B Circuit Intermittent/Erratic,P,en,1,p_codes
P21AD,GENERIC,Reductant Level Sensor C Circuit,P,en,1,p_codes
P21AE,GENERIC,Reductant Level Sensor C Circuit Range/Performance,P,en,1,p_codes
P21AF,GENERIC,Reductant Level Sensor C Circuit Low,P,en,1,p_codes
P21B0,GENERIC,Reductant Level Sensor C Circuit High,P,en,1,p_codes
P21B1,GENERIC,Reductant Level Sensor C Circuit Intermittent/Erratic,P,en,1,p_codes
P21B2,GENERIC,Excessive Time To Enter Closed Loop NOx Adsorber Control,P,en,1,p_codes
P21B3,GENERIC,Closed Loop NOx Adsorber Control At Limit - Too High,P,en,1,p_codes
P21B4,GENERIC,NOx Adsorber - Over Temperature Bank 1,P,en,1,p_codes
P21B5,GENERIC,NOx Adsorber - Over Temperature Bank 2,P,en,1,p_codes
P21B6,GENERIC,Cold Start Cylinder 1 Injection Timing,P,en,1,p_codes
P21B7,GENERIC,Cold Start Cylinder 2 Injection Timing,P,en,1,p_codes
P21B8,GENERIC,Cold Start Cylinder 3 Injection Timing,P,en,1,p_codes
P21B9,GENERIC,Cold Start Cylinder 4 Injection Timing,P,en,1,p_codes
P21BA,GENERIC,Cold Start Cylinder 5 Injection Timing,P,en,1,p_codes
P21BB,GENERIC,Cold Start Cylinder 6 Injection Timing,P,en,1,p_codes
P21BC,GENERIC,Cold Start Cylinder 7 Injection Timing,P,en,1,p_codes
P21BD,GENERIC,Cold Start Cylinder 8 Injection Timing,P,en,1,p_codes
P21BE,GENERIC,Cold Start Cylinder 9 Injection Timing,P,en,1,p_codes
P21BF,GENERIC,Cold Start Cylinder 10 Injection Timing,P,en,1,p_codes
P21C0,GENERIC,Cold Start Cylinder 11 Injection Timing,P,en,1,p_codes
P21C1,GENERIC,Cold Start Cylinder 12 Injection Timing,P,en,1,p_codes
P21C2,GENERIC,Reductant Heater Relay Control Circuit/Open,P,en,1,p_codes
P21C3,GENERIC,Reductant Heater Relay Control Circuit Low,P,en,1,p_codes
P21C4,GENERIC,Reductant Heater Relay Control Circuit High,P,en,1,p_codes
P21C5,GENERIC,Reductant Level Sensor A Stuck,P,en,1,p_codes
P21C6,GENERIC,Reductant Level Sensor B Stuck,P,en,1,p_codes
P21C7,GENERIC,Reductant Control Module Power Relay/Relays Control Circuit/Open,P,en,1,p_codes
P21C8,GENERIC,Reductant Control Module Power Relay/Relays Control Circuit Low,P,en,1,p_codes
P21C9,GENERIC,Reductant Control Module Power Relay/Relays Control Circuit High,P,en,1,p_codes
P21CA,GENERIC,Reductant Control Module Supply Voltage Circuit,P,en,1,p_codes
P21CB,GENERIC,Reductant Control Module Supply Voltage Low,P,en,1,p_codes
P21CC,GENERIC,Reductant Control Module Supply Voltage High,P,en,1,p_codes
P21CD,GENERIC,Reductant Quality Module Supply Voltage Low,P,en,1,p_codes
P21CE,GENERIC,Reductant Quality Module Performance,P,en,1,p_codes
P21CF,GENERIC,Cylinder 1 Injector B Circuit/Open,P,en,1,p_codes
P21D0,GENERIC,Cylinder 2 Injector B Circuit/Open,P,en,1,p_codes
P21D1,GENERIC,Cylinder 3 Injector B Circuit/Open,P,en,1,p_codes
P21D2,GENERIC,Cylinder 4 Injector B Circuit/Open,P,en,1,p_codes
P21D3,GENERIC,Cylinder 5 Injector B Circuit/Open,P,en,1,p_codes
P21D4,GENERIC,Cylinder 6 Injector B Circuit/Open,P,en,1,p_codes
P21D5,GENERIC,Cylinder 7 Injector B Circuit/Open,P,en,1,p_codes
P21D6,GENERIC,Cylinder 8 Injector B Circuit/Open,P,en,1,p_codes
P21D7,GENERIC,Cylinder 9 Injector B Circuit/Open,P,en,1,p_codes
P21D8,GENERIC,Cylinder 10 Injector B Circuit/Open,P,en,1,p_codes
P21D9,GENERIC,Cylinder 11 Injector B Circuit/Open,P,en,1,p_codes
P21DA,GENERIC,Cylinder 12 Injector B Circuit/Open,P,en,1,p_codes
P21DB,GENERIC,Cylinder 1 Injector B Circuit Low,P,en,1,p_codes
P21DC,GENERIC,Cylinder 1 Injector B Circuit High,P,en,1,p_codes
P21DD,GENERIC,Reductant Heater A Current Too Low,P,en,1,p_codes
P21DE,GENERIC,Cylinder 2 Injector B Circuit Low,P,en,1,p_codes
P21DF,GENERIC,Cylinder 2 Injector B Circuit High,P,en,1,p_codes
P21E0,GENERIC,Cylinder 3 Injector B Circuit Low,P,en,1,p_codes
P21E1,GENERIC,Cylinder 3 Injector B Circuit High,P,en,1,p_codes
P21E2,GENERIC,Cylinder 4 Injector B Circuit Low,P,en,1,p_codes
P21E3,GENERIC,Cylinder 4 Injector B Circuit High,P,en,1,p_codes
P21E4,GENERIC,Cylinder 5 Injector B Circuit Low,P,en,1,p_codes
P21E5,GENERIC,Cylinder 5 Injector B Circuit High,P,en,1,p_codes
P21E6,GENERIC,Cylinder 6 Injector B Circuit Low,P,en,1,p_codes
P21E7,GENERIC,Cylinder 6 Injector B Circuit High,P,en,1,p_codes
P21E8,GENERIC,Cylinder 7 Injector B Circuit Low,P,en,1,p_codes
P21E9,GENERIC,Cylinder 7 Injector B Circuit High,P,en,1,p_codes
P21EA,GENERIC,Cylinder 8 Injector B Circuit Low,P,en,1,p_codes
P21EB,GENERIC,Cylinder 8 Injector B Circuit High,P,en,1,p_codes
P21EC,GENERIC,Cylinder 9 Injector B Circuit Low,P,en,1,p_codes
P21ED,GENERIC,Cylinder 9 Injector B Circuit High,P,en,1,p_codes
P21EE,GENERIC,Cylinder 10 Injector B Circuit Low,P,en,1,p_codes
P21EF,GENERIC,Cylinder 10 Injector B Circuit High,P,en,1,p_codes
P21F0,GENERIC,Cylinder 11 Injector B Circuit Low,P,en,1,p_codes
P21F1,GENERIC,Cylinder 11 Injector B Circuit High,P,en,1,p_codes
P21F2,GENERIC,Cylinder 12 Injector B Circuit Low,P,en,1,p_codes
P21F3,GENERIC,Cylinder 12 Injector B Circuit High,P,en,1,p_codes
P21F4,GENERIC,Fuel Control System B Too Lean Off Idle Bank 1,P,en,1,p_codes
P21F5,GENERIC,Fuel Control System B Too Rich Off Idle Bank 1,P,en,1,p_codes
P21F6,GENERIC,Fuel Control System B Too Lean Off Idle Bank 2,P,en,1,p_codes
P21F7,GENERIC,Fuel Control System B Too Rich Off Idle Bank 2,P,en,1,p_codes
P21F8,GENERIC,Fuel Control System B Too Lean at Idle Bank 1,P,en,1,p_codes
P21F9,GENERIC,Fuel Control System B Too Rich at Idle Bank 1,P,en,1,p_codes
P21FA,GENERIC,Fuel Control System B Too Lean at Idle Bank 2,P,en,1,p_codes
P21FB,GENERIC,Fuel Control System B Too Rich at Idle Bank 2,P,en,1,p_codes
P21FC,GENERIC,Fuel Control System B Too Lean at Higher Load Bank 1,P,en,1,p_codes
P21FD,GENERIC,Fuel Control System B Too Rich at Higher Load Bank 1,P,en,1,p_codes
P21FE,GENERIC,Fuel Control System B Too Lean at Higher Load Bank 2,P,en,1,p_codes
P21FF,GENERIC,Fuel Control System B Too Rich at Higher Load Bank 2,P,en,1,p_codes
P2200,GENERIC,NOx Sensor Circuit Bank 1 Sensor 1,P,en,1,p_codes
P2201,GENERIC,NOx Sensor Circuit Range/Performance Bank 1 Sensor 1,P,en,1,p_codes
P2202,GENERIC,NOx Sensor Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P2203,GENERIC,NOx Sensor Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P2204,GENERIC,NOx Sensor Circuit Intermittent Bank 1 Sensor 1,P,en,1,p_codes
P2205,GENERIC,NOx Sensor Heater Control Circuit/Open Bank 1 Sensor 1,P,en,1,p_codes
P2206,GENERIC,NOx Sensor Heater Control Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P2207,GENERIC,NOx Sensor Heater Control Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P2208,GENERIC,NOx Sensor Heater Sense Circuit Bank 1 Sensor 1,P,en,1,p_codes
P2209,GENERIC,NOx Sensor Heater Sense Circuit Range/Performance Bank 1 Sensor 1,P,en,1,p_codes
P220A,GENERIC,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 1,P,en,1,p_codes
P220B,GENERIC,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 2,P,en,1,p_codes
P220C,GENERIC,NOx Sensor Supply Voltage Circuit Bank 2 Sensor 1,P,en,1,p_codes
P220D,GENERIC,NOx Sensor Supply Voltage Circuit Bank 2 Sensor 2,P,en,1,p_codes
P220E,GENERIC,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 1,P,en,1,p_codes
P220F,GENERIC,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 2,P,en,1,p_codes
P2210,GENERIC,NOx Sensor Heater Sense Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P2211,GENERIC,NOx Sensor Heater Sense Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P2212,GENERIC,NOx Sensor Heater Sense Circuit Intermittent Bank 1 Sensor 1,P,en,1,p_codes
P2213,GENERIC,NOx Sensor Circuit Bank 2,P,en,1,p_codes
P2214,GENERIC,NOx Sensor Circuit Range/Performance Bank 2,P,en,1,p_codes
P2215,GENERIC,NOx Sensor Circuit Low Bank 2,P,en,1,p_codes
P2216,GENERIC,NOx Sensor Circuit High Bank 2,P,en,1,p_codes
P2217,GENERIC,NOx Sensor Circuit Intermittent Bank 2,P,en,1,p_codes
P2218,GENERIC,NOx Sensor Heater Control Circuit/Open Bank 2,P,en,1,p_codes
P2219,GENERIC,NOx Sensor Heater Control Circuit Low Bank 2,P,en,1,p_codes
P221A,GENERIC,NOx Sensor 1/2 Correlation Bank 1,P,en,1,p_codes
P221B,GENERIC,NOx Sensor 1/2 Correlation Bank 2,P,en,1,p_codes
P221C,GENERIC,Reductant Heater B Current Too Low,P,en,1,p_codes
P221D,GENERIC,Reductant Heater B Current Too High,P,en,1,p_codes
P221E,GENERIC,Reductant Heater C Current Too Low,P,en,1,p_codes
P221F,GENERIC,Reductant Heater C Current Too High,P,en,1,p_codes
P2220,GENERIC,NOx Sensor Heater Control Circuit High Bank 2,P,en,1,p_codes
P2221,GENERIC,NOx Sensor Heater Sense Circuit Bank 2,P,en,1,p_codes
P2222,GENERIC,NOx Sensor Heater Sense Circuit Range/Performance Bank 2,P,en,1,p_codes
P2223,GENERIC,NOx Sensor Heater Sense Circuit Low Bank 2,P,en,1,p_codes
P2224,GENERIC,NOx Sensor Heater Sense Circuit High Bank 2,P,en,1,p_codes
P2225,GENERIC,NOx Sensor Heater Sense Circuit Intermittent Bank 2,P,en,1,p_codes
P2226,GENERIC,Barometric Pressure Sensor A Circuit,P,en,1,p_codes
P2227,GENERIC,Barometric Pressure Sensor A Circuit Range/Performance,P,en,1,p_codes
P2228,GENERIC,Barometric Pressure Sensor A Circuit Low,P,en,1,p_codes
P2229,GENERIC,Barometric Pressure Sensor A Circuit High,P,en,1,p_codes
P222A,GENERIC,Barometric Pressure Sensor B Circuit,P,en,1,p_codes
P222B,GENERIC,Barometric Pressure Sensor B Circuit Range/Performance,P,en,1,p_codes
P222C,GENERIC,Barometric Pressure Sensor B Circuit Low,P,en,1,p_codes
P222D,GENERIC,Barometric Pressure Sensor B Circuit High,P,en,1,p_codes
P222E,GENERIC,Barometric Pressure Sensor B Circuit Intermittent/Erratic,P,en,1,p_codes
P222F,GENERIC,Barometric Pressure Sensor A/B Correlation,P,en,1,p_codes
P2230,GENERIC,Barometric Pressure Sensor A Circuit Intermittent/Erratic,P,en,1,p_codes
P2231,GENERIC,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 1,P,en,1,p_codes
P2232,GENERIC,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 2,P,en,1,p_codes
P2233,GENERIC,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 3,P,en,1,p_codes
P2234,GENERIC,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 2 Sensor 1,P,en,1,p_codes
P2235,GENERIC,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 2 Sensor 2,P,en,1,p_codes
P2236,GENERIC,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 2 Sensor 3,P,en,1,p_codes
P2237,GENERIC,O2 Sensor Positive Current Control Circuit/Open Bank 1 Sensor 1,P,en,1,p_codes
P2238,GENERIC,O2 Sensor Positive Current Control Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P2239,GENERIC,O2 Sensor Positive Current Control Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P223A,GENERIC,Reductant Heater E Control Circuit,P,en,1,p_codes
P223B,GENERIC,Reductant Heater F Control Circuit,P,en,1,p_codes
P223C,GENERIC,O2 Sensor Pumping Current Range/Performance Bank 1,P,en,1,p_codes
P223D,GENERIC,O2 Sensor Pumping Current Range/Performance Bank 2,P,en,1,p_codes
P223E,GENERIC,O2 Sensor Reference Resistance Out Of Range Bank 1,P,en,1,p_codes
P223F,GENERIC,O2 Sensor Reference Resistance Out Of Range Bank 2,P,en,1,p_codes
P2240,GENERIC,O2 Sensor Positive Current Control Circuit/Open Bank 2 Sensor 1,P,en,1,p_codes
P2241,GENERIC,O2 Sensor Positive Current Control Circuit Low Bank 2 Sensor 1,P,en,1,p_codes
P2242,GENERIC,O2 Sensor Positive Current Control Circuit High Bank 2 Sensor 1,P,en,1,p_codes
P2243,GENERIC,O2 Sensor Reference Voltage Circuit/Open Bank 1 Sensor 1,P,en,1,p_codes
P2244,GENERIC,O2 Sensor Reference Voltage Performance Bank 1 Sensor 1,P,en,1,p_codes
P2245,GENERIC,O2 Sensor Reference Voltage Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P2246,GENERIC,O2 Sensor Reference Voltage Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P2247,GENERIC,O2 Sensor Reference Voltage Circuit/Open Bank 2 Sensor 1,P,en,1,p_codes
P2248,GENERIC,O2 Sensor Reference Voltage Performance Bank 2 Sensor 1,P,en,1,p_codes
P2249,GENERIC,O2 Sensor Reference Voltage Circuit Low Bank 2 Sensor 1,P,en,1,p_codes
P224A,GENERIC,NOx Sensor Heater Resistance Bank 1 Sensor 1,P,en,1,p_codes
P224B,GENERIC,NOx Sensor Heater Resistance Bank 1 Sensor 2,P,en,1,p_codes
P224C,GENERIC,Alternative Fuel Tank Shutoff Valve A Control Circuit/Open,P,en,1,p_codes
P224D,GENERIC,Alternative Fuel Tank Shutoff Valve A Control Circuit Performance/Stuck Off,P,en,1,p_codes
P224E,GENERIC,Alternative Fuel Tank Shutoff Valve A Control Circuit Low,P,en,1,p_codes
P224F,GENERIC,Alternative Fuel Tank Shutoff Valve A Control Circuit High,P,en,1,p_codes
P2250,GENERIC,O2 Sensor Reference Voltage Circuit High Bank 2 Sensor 1,P,en,1,p_codes
P2251,GENERIC,O2 Sensor Negative Current Control Circuit/Open Bank 1 Sensor 1,P,en,1,p_codes
P2252,GENERIC,O2 Sensor Negative Current Control Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P2253,GENERIC,O2 Sensor Negative Current Control Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P2254,GENERIC,O2 Sensor Negative Current Control Circuit/Open Bank 2 Sensor 1,P,en,1,p_codes
P2255,GENERIC,O2 Sensor Negative Current Control Circuit Low Bank 2 Sensor 1,P,en,1,p_codes
P2256,GENERIC,O2 Sensor Negative Current Control Circuit High Bank 2 Sensor 1,P,en,1,p_codes
P2257,GENERIC,AIR System Control A Circuit Low,P,en,1,p_codes
P2258,GENERIC,AIR System Control A Circuit High,P,en,1,p_codes
P2259,GENERIC,AIR System Control B Circuit Low,P,en,1,p_codes
P225A,GENERIC,NOx Sensor Calibration Memory Bank 1 Sensor 1,P,en,1,p_codes
P225B,GENERIC,NOx Sensor Calibration Memory Bank 1 Sensor 2,P,en,1,p_codes
P225C,GENERIC,NOx Sensor Performance - Signal Biased/Stuck High Bank 1 Sensor 1,P,en,1,p_codes
P225D,GENERIC,NOx Sensor Performance - Signal Biased/Stuck Low Bank 1 Sensor 1,P,en,1,p_codes
P225E,GENERIC,NOx Sensor Performance - Signal Biased/Stuck High Bank 1 Sensor 2,P,en,1,p_codes
P225F,GENERIC,NOx Sensor Performance - Signal Biased/Stuck Low Bank 1 Sensor 2,P,en,1,p_codes
P2260,GENERIC,AIR System Control B Circuit High,P,en,1,p_codes
P2261,GENERIC,Turbocharger/Supercharger Bypass Valve A - Mechanical,P,en,1,p_codes
P2262,GENERIC,Turbocharger/Supercharger Boost Pressure A Not Detected - Mechanical,P,en,1,p_codes
P2263,GENERIC,Turbocharger/Supercharger A Boost System Performance,P,en,1,p_codes
P2264,GENERIC,Water in Fuel Sensor A Circuit,P,en,1,p_codes
P2265,GENERIC,Water in Fuel Sensor A Circuit Range/Performance,P,en,1,p_codes
P2266,GENERIC,Water in Fuel Sensor A Circuit Low,P,en,1,p_codes
P2267,GENERIC,Water in Fuel Sensor A Circuit High,P,en,1,p_codes
P2268,GENERIC,Water in Fuel Sensor A Circuit Intermittent,P,en,1,p_codes
P2269,GENERIC,Water in Fuel Condition - Sensor A,P,en,1,p_codes
P226A,GENERIC,Water in Fuel Lamp Control Circuit,P,en,1,p_codes
P226B,GENERIC,Turbocharger/Supercharger A Boost Pressure Too High - Mechanical,P,en,1,p_codes
P226C,GENERIC,Turbocharger Boost Control A Slow Response,P,en,1,p_codes
P226D,GENERIC,Particulate Filter Deteriorated/Missing Substrate Bank 1,P,en,1,p_codes
P226E,GENERIC,Particulate Filter Deteriorated/Missing Substrate Bank 2,P,en,1,p_codes
P226F,GENERIC,Turbocharger Boost Control B Slow Response,P,en,1,p_codes
P2270,GENERIC,O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 2,P,en,1,p_codes
P2271,GENERIC,O2 Sensor Signal Biased/Stuck Rich Bank 1 Sensor 2,P,en,1,p_codes
P2272,GENERIC,O2 Sensor Signal Biased/Stuck Lean Bank 2 Sensor 2,P,en,1,p_codes
P2273,GENERIC,O2 Sensor Signal Biased/Stuck Rich Bank 2 Sensor 2,P,en,1,p_codes
P2274,GENERIC,O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 3,P,en,1,p_codes
P2275,GENERIC,O2 Sensor Signal Biased/Stuck Rich Bank 1 Sensor 3,P,en,1,p_codes
P2276,GENERIC,O2 Sensor Signal Biased/Stuck Lean Bank 2 Sensor 3,P,en,1,p_codes
P2277,GENERIC,O2 Sensor Signal Biased/Stuck Rich Bank 2 Sensor 3,P,en,1,p_codes
P2278,GENERIC,O2 Sensor Signals Swapped Bank 1 Sensor 3/Bank 2 Sensor 3,P,en,1,p_codes
P2279,GENERIC,Intake Air System Leak Bank 1,P,en,1,p_codes
P227A,GENERIC,Barometric Pressure Sensor C Circuit,P,en,1,p_codes
P227B,GENERIC,Barometric Pressure Sensor C Circuit Range/Performance,P,en,1,p_codes
P227C,GENERIC,Barometric Pressure Sensor C Circuit Low,P,en,1,p_codes
P227D,GENERIC,Barometric Pressure Sensor C Circuit High,P,en,1,p_codes
P227E,GENERIC,Barometric Pressure Sensor C Circuit Intermittent/Erratic,P,en,1,p_codes
P227F,GENERIC,Air Flow Restriction/Air Leak Between Air Filter and MAF Bank 2,P,en,1,p_codes
P2280,GENERIC,Air Flow Restriction/Air Leak Between Air Filter and MAF Bank 1,P,en,1,p_codes
P2281,GENERIC,Air Leak Between MAF and Throttle Body,P,en,1,p_codes
P2282,GENERIC,Air Leak Between Throttle Body and Intake Valves,P,en,1,p_codes
P2283,GENERIC,Injector Control Pressure Sensor Circuit,P,en,1,p_codes
P2284,GENERIC,Injector Control Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P2285,GENERIC,Injector Control Pressure Sensor Circuit Low,P,en,1,p_codes
P2286,GENERIC,Injector Control Pressure Sensor Circuit High,P,en,1,p_codes
P2287,GENERIC,Injector Control Pressure Sensor Circuit Intermittent,P,en,1,p_codes
P2288,GENERIC,Injector Control Pressure Too High,P,en,1,p_codes
P2289,GENERIC,Injector Control Pressure Too High - Engine Off,P,en,1,p_codes
P228A,GENERIC,Fuel Pressure Regulator A - Forced Engine Shutdown,P,en,1,p_codes
P228B,GENERIC,Fuel Pressure Regulator B - Forced Engine Shutdown,P,en,1,p_codes
P228C,GENERIC,Fuel Pressure Regulator A Exceeded Control Limits - Pressure Too Low,P,en,1,p_codes
P228D,GENERIC,Fuel Pressure Regulator A Exceeded Control Limits - Pressure Too High,P,en,1,p_codes
P228E,GENERIC,Fuel Pressure Regulator A Exceeded Learning Limits - Too Low,P,en,1,p_codes
P228F,GENERIC,Fuel Pressure Regulator A Exceeded Learning Limits - Too High,P,en,1,p_codes
P2290,GENERIC,Injector Control Pressure Too Low,P,en,1,p_codes
P2291,GENERIC,Injector Control Pressure Too Low - Engine Cranking,P,en,1,p_codes
P2292,GENERIC,Injector Control Pressure Erratic,P,en,1,p_codes
P2293,GENERIC,Fuel Pressure Regulator B Performance,P,en,1,p_codes
P2294,GENERIC,Fuel Pressure Regulator B Control Circuit/Open,P,en,1,p_codes
P2295,GENERIC,Fuel Pressure Regulator B Control Circuit Low,P,en,1,p_codes
P2296,GENERIC,Fuel Pressure Regulator B Control Circuit High,P,en,1,p_codes
P2297,GENERIC,O2 Sensor Out of Range During Deceleration Bank 1 Sensor 1,P,en,1,p_codes
P2298,GENERIC,O2 Sensor Out of Range During Deceleration Bank 2 Sensor 1,P,en,1,p_codes
P2299,GENERIC,Brake Pedal Position/Accelerator Pedal Position Incompatible,P,en,1,p_codes
P229A,GENERIC,Fuel Pressure Regulator B Exceeded Control Limits - Pressure Too Low,P,en,1,p_codes
P229B,GENERIC,Fuel Pressure Regulator B Exceeded Control Limits - Pressure Too High,P,en,1,p_codes
P229C,GENERIC,Fuel Pressure Regulator B Exceeded Learning Limits - Too Low,P,en,1,p_codes
P229D,GENERIC,Fuel Pressure Regulator B Exceeded Learning Limits - Too High,P,en,1,p_codes
P229E,GENERIC,NOx Sensor Circuit Bank 1 Sensor 2,P,en,1,p_codes
P229F,GENERIC,NOx Sensor Circuit Range/Performance Bank 1 Sensor 2,P,en,1,p_codes
P22A0,GENERIC,NOx Sensor Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22A1,GENERIC,NOx Sensor Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22A2,GENERIC,NOx Sensor Circuit Intermittent Bank 1 Sensor 2,P,en,1,p_codes
P22A3,GENERIC,NOx Sensor Heater Control Circuit/Open Bank 1 Sensor 2,P,en,1,p_codes
P22A4,GENERIC,NOx Sensor Heater Control Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22A5,GENERIC,NOx Sensor Heater Control Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22A6,GENERIC,NOx Sensor Heater Sense Circuit Bank 1 Sensor 2,P,en,1,p_codes
P22A7,GENERIC,NOx Sensor Heater Sense Circuit Range/Performance Bank 1 Sensor 2,P,en,1,p_codes
P22A8,GENERIC,NOx Sensor Heater Sense Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22A9,GENERIC,NOx Sensor Heater Sense Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22AA,GENERIC,NOx Sensor Heater Sense Circuit Intermittent Bank 1 Sensor 2,P,en,1,p_codes
P22AB,GENERIC,O2 Sensor Positive Current Control Circuit/Open Bank 1 Sensor 2,P,en,1,p_codes
P22AC,GENERIC,O2 Sensor Positive Current Control Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22AD,GENERIC,O2 Sensor Positive Current Control Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22AE,GENERIC,O2 Sensor Reference Voltage Circuit/Open Bank 1 Sensor 2,P,en,1,p_codes
P22AF,GENERIC,O2 Sensor Reference Voltage Performance Bank 1 Sensor 2,P,en,1,p_codes
P22B0,GENERIC,O2 Sensor Reference Voltage Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22B1,GENERIC,O2 Sensor Reference Voltage Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22B2,GENERIC,O2 Sensor Negative Current Control Circuit/Open Bank 1 Sensor 2,P,en,1,p_codes
P22B3,GENERIC,O2 Sensor Negative Current Control Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22B4,GENERIC,O2 Sensor Negative Current Control Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22B5,GENERIC,O2 Sensor Pumping Current Trim Circuit/Open Bank 1 Sensor 2,P,en,1,p_codes
P22B6,GENERIC,O2 Sensor Pumping Current Trim Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P22B7,GENERIC,O2 Sensor Pumping Current Trim Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P22B8,GENERIC,O2 Sensor Positive Current Control Circuit/Open Bank 2 Sensor 2,P,en,1,p_codes
P22B9,GENERIC,O2 Sensor Positive Current Control Circuit Low Bank 2 Sensor 2,P,en,1,p_codes
P22BA,GENERIC,O2 Sensor Positive Current Control Circuit High Bank 2 Sensor 2,P,en,1,p_codes
P22BB,GENERIC,O2 Sensor Reference Voltage Circuit/Open Bank 2 Sensor 2,P,en,1,p_codes
P22BC,GENERIC,O2 Sensor Reference Voltage Performance Bank 2 Sensor 2,P,en,1,p_codes
P22BD,GENERIC,O2 Sensor Reference Voltage Circuit Low Bank 2 Sensor 2,P,en,1,p_codes
P22BE,GENERIC,O2 Sensor Reference Voltage Circuit High Bank 2 Sensor 2,P,en,1,p_codes
P22BF,GENERIC,O2 Sensor Negative Current Control Circuit/Open Bank 2 Sensor 2,P,en,1,p_codes
P22C0,GENERIC,O2 Sensor Negative Current Control Circuit Low Bank 2 Sensor 2,P,en,1,p_codes
P22C1,GENERIC,O2 Sensor Negative Current Control Circuit High Bank 2 Sensor 2,P,en,1,p_codes
